1.675837930000000000e+08,1.672714760000000000e+08,1.663005380000000000e+08,1.682297280000000000e+08,1.673197120000000000e+08,1.371306985000000000e+09,1.378304460000000000e+09,1.367009326000000000e+09,1.370291540000000000e+09,1.396563081000000000e+09,4.515056812000000000e+09,5.364284328000000000e+09,5.321133272000000000e+09,4.879233388000000000e+09,5.448970488000000000e+09,1.343030342400000000e+10,1.348740765100000000e+10,1.344091221400000000e+10,1.554145813500000000e+10,1.736670287600000000e+10,1.270771344410000000e+11,1.232652708530000000e+11,1.226649532130000000e+11,1.269758189290000000e+11,1.309441120400000000e+11,3.740110465790000000e+11,3.758396005040000000e+11,3.708288726490000000e+11,3.708829245440000000e+11,7.704748468630000000e+11,1.219128722441000000e+12,1.216450814467000000e+12,1.207315472358000000e+12,1.221887579137000000e+12,1.364008134836000000e+12
5.239805400000000000e+07,5.230243500000000000e+07,5.199614800000000000e+07,5.260208100000000000e+07,5.231340800000000000e+07,4.287837810000000000e+08,4.309760030000000000e+08,4.274302800000000000e+08,4.284818750000000000e+08,4.366723630000000000e+08,1.411783730000000000e+09,1.677336990000000000e+09,1.663792685000000000e+09,1.525710858000000000e+09,1.703772409000000000e+09,4.199439395000000000e+09,4.217325621000000000e+09,4.202657114000000000e+09,4.859733941000000000e+09,5.430190136000000000e+09,3.973499685600000000e+10,3.854335612500000000e+10,3.835449307000000000e+10,3.970462863600000000e+10,4.094338663500000000e+10,1.169474382880000000e+11,1.175199047980000000e+11,1.159499587620000000e+11,1.159724982640000000e+11,2.409108535460000000e+11,3.812036155100000000e+11,3.803504789770000000e+11,3.775033471780000000e+11,3.820281668730000000e+11,4.264958255190000000e+11
4.075695770000000000e+08,4.075695920000000000e+08,4.075695830000000000e+08,4.075695850000000000e+08,4.075695830000000000e+08,3.255260197000000000e+09,3.255260253000000000e+09,3.255260093000000000e+09,3.255260078000000000e+09,3.255260129000000000e+09,1.098057681400000000e+10,1.098057589300000000e+10,1.098057625300000000e+10,1.098057613000000000e+10,1.098057588400000000e+10,2.602101893700000000e+10,2.602101849600000000e+10,2.602101850900000000e+10,2.602101913800000000e+10,2.602101961700000000e+10,2.080840765790000000e+11,2.080840637780000000e+11,2.080840638750000000e+11,2.080840638000000000e+11,2.080840721390000000e+11,7.021891546150000000e+11,7.021891691250000000e+11,7.021891797010000000e+11,7.021891539180000000e+11,7.021892818760000000e+11,1.664336481976000000e+12,1.664336441530000000e+12,1.664336440931000000e+12,1.664336514630000000e+12,1.664336558790000000e+12
1.751693780000000000e+08,1.737169990000000000e+08,1.728217170000000000e+08,1.752802280000000000e+08,1.728633860000000000e+08,1.433741951000000000e+09,1.434055186000000000e+09,1.430570124000000000e+09,1.433641765000000000e+09,1.444190347000000000e+09,4.734541695000000000e+09,5.616545526000000000e+09,5.549074323000000000e+09,5.114849300000000000e+09,5.684842819000000000e+09,1.410663861800000000e+10,1.418781226800000000e+10,1.411971148200000000e+10,1.627929604500000000e+10,1.824222442200000000e+10,1.337641213830000000e+11,1.298841309250000000e+11,1.290839581040000000e+11,1.331503989750000000e+11,1.376102441310000000e+11,3.941286445490000000e+11,3.962186378920000000e+11,3.902140129050000000e+11,3.890644003590000000e+11,8.083722763980000000e+11,1.283883858076000000e+12,1.280099117653000000e+12,1.270986592508000000e+12,1.281896090487000000e+12,1.430158299856000000e+12
4.351402800000000000e+07,4.370068400000000000e+07,4.378385600000000000e+07,4.337612800000000000e+07,4.686289600000000000e+07,3.530681200000000000e+08,3.533564120000000000e+08,3.599703900000000000e+08,3.606924080000000000e+08,4.090076520000000000e+08,1.343579856000000000e+09,1.408733908000000000e+09,1.266004648000000000e+09,1.342889548000000000e+09,1.376367556000000000e+09,3.475602088000000000e+09,3.492564040000000000e+09,3.468272879000000000e+09,3.450051664000000000e+09,3.455434068000000000e+09,3.225640161600000000e+10,3.311020093200000000e+10,3.179783234000000000e+10,3.207545074000000000e+10,3.224274231600000000e+10,9.834106386800000000e+10,1.005941820080000000e+11,9.956785940800000000e+10,1.010471392200000000e+11,1.001933654600000000e+11,3.276918068320000000e+11,3.187739622440000000e+11,3.424329217960000000e+11,3.836871195440000000e+11,3.345653616280000000e+11
1.360364800000000000e+07,1.366077700000000000e+07,1.368722200000000000e+07,1.355662700000000000e+07,1.464900200000000000e+07,1.103967440000000000e+08,1.104796970000000000e+08,1.125523730000000000e+08,1.127540570000000000e+08,1.278858480000000000e+08,4.201173060000000000e+08,4.404657510000000000e+08,3.958545620000000000e+08,4.197995890000000000e+08,4.303578270000000000e+08,1.086769497000000000e+09,1.092013175000000000e+09,1.084462043000000000e+09,1.078521530000000000e+09,1.080435914000000000e+09,1.008611479700000000e+10,1.035251194500000000e+10,9.942581161000000000e+09,1.002717272300000000e+10,1.008159811200000000e+10,3.074985240800000000e+10,3.145268264500000000e+10,3.113300331000000000e+10,3.158906078000000000e+10,3.132827688100000000e+10,1.024646064620000000e+11,9.967129575400000000e+10,1.070724598500000000e+11,1.199527344830000000e+11,1.046113019360000000e+11
1.058527220000000000e+08,1.060720520000000000e+08,1.058520110000000000e+08,1.059563600000000000e+08,1.074013890000000000e+08,8.451427230000000000e+08,8.467669690000000000e+08,8.472360680000000000e+08,8.458782810000000000e+08,8.472681900000000000e+08,2.850791435000000000e+09,2.852891105000000000e+09,2.850790854000000000e+09,2.850791606000000000e+09,2.850791660000000000e+09,6.757642397000000000e+09,6.755541966000000000e+09,6.757634679000000000e+09,6.755543032000000000e+09,6.757641545000000000e+09,5.402408529000000000e+10,5.402415366400000000e+10,5.402620288100000000e+10,5.402414690300000000e+10,5.402415238000000000e+10,1.822995825590000000e+11,1.822995848690000000e+11,1.823016734580000000e+11,1.822995795750000000e+11,1.823016470100000000e+11,4.320902714340000000e+11,4.320902425610000000e+11,4.320902550010000000e+11,4.320905346500000000e+11,4.320881735620000000e+11
4.292707600000000000e+07,4.324590100000000000e+07,4.295773100000000000e+07,4.291266700000000000e+07,4.610507700000000000e+07,3.482717520000000000e+08,3.516738000000000000e+08,3.537552260000000000e+08,3.500823350000000000e+08,3.617891610000000000e+08,1.328375429000000000e+09,1.381395846000000000e+09,1.260452989000000000e+09,1.318184899000000000e+09,1.360500840000000000e+09,3.389702684000000000e+09,3.352733021000000000e+09,3.407250830000000000e+09,3.374198732000000000e+09,3.399133377000000000e+09,3.182328498500000000e+10,3.264198777400000000e+10,3.141257145700000000e+10,3.157287482700000000e+10,3.178441121100000000e+10,9.695103859100000000e+10,9.892009085400000000e+10,9.839625414800000000e+10,9.863850854300000000e+10,9.878014324000000000e+10,3.213075180650000000e+11,3.127770182910000000e+11,3.374313178760000000e+11,3.777520374010000000e+11,3.287464360020000000e+11
1.232478101000000000e+09,2.699313480000000000e+08,3.066526400000000000e+08,3.866673390000000000e+08,1.718972614000000000e+09,6.691941950000000000e+08,6.540799050000000000e+08,6.370400020000000000e+08,6.849160600000000000e+08,6.351921060000000000e+08,1.545555090000000000e+09,1.551132970000000000e+09,1.544526518000000000e+09,1.578150585000000000e+09,1.545676112000000000e+09,3.281074312000000000e+09,3.279090413000000000e+09,3.284765653000000000e+09,3.310092947000000000e+09,3.282954417000000000e+09,2.482807360900000000e+10,2.484127509900000000e+10,2.484728846500000000e+10,2.502522486500000000e+10,2.485727100200000000e+10,8.313686135400000000e+10,8.311563767400000000e+10,8.308135635400000000e+10,8.337575908400000000e+10,8.316268630800000000e+10,1.967150222180000000e+11,1.966492991820000000e+11,1.966538327370000000e+11,1.980024366540000000e+11,1.968566485360000000e+11
3.853771720000000000e+08,8.439864300000000000e+07,9.588145800000000000e+07,1.208852190000000000e+08,5.374850930000000000e+08,2.092459310000000000e+08,2.045105720000000000e+08,1.991887020000000000e+08,2.141307700000000000e+08,1.986081080000000000e+08,4.832722600000000000e+08,4.849925910000000000e+08,4.829438880000000000e+08,4.933926160000000000e+08,4.832956370000000000e+08,1.025943917000000000e+09,1.025277724000000000e+09,1.027084022000000000e+09,1.034870345000000000e+09,1.026507055000000000e+09,7.763388823000000000e+09,7.767172340000000000e+09,7.769293174000000000e+09,7.823930561000000000e+09,7.772324910000000000e+09,2.599572968900000000e+10,2.598796957700000000e+10,2.597802889100000000e+10,2.606693150000000000e+10,2.600316174600000000e+10,6.151004247600000000e+10,6.148700147200000000e+10,6.149010981800000000e+10,6.190523090300000000e+10,6.155280276400000000e+10
1.627705860000000000e+08,1.613316800000000000e+08,1.610088960000000000e+08,1.587430220000000000e+08,1.585452120000000000e+08,9.751873440000000000e+08,1.036437675000000000e+09,1.025298429000000000e+09,1.054091079000000000e+09,1.024356413000000000e+09,2.873768140000000000e+09,2.974585075000000000e+09,2.981986023000000000e+09,3.055674570000000000e+09,2.895454172000000000e+09,6.622627749000000000e+09,6.573398330000000000e+09,6.686816668000000000e+09,6.651679422000000000e+09,6.227043048000000000e+09,5.303653854400000000e+10,5.428080652100000000e+10,5.281804343800000000e+10,5.302263798200000000e+10,5.356337709900000000e+10,1.807253162430000000e+11,1.812831296720000000e+11,2.002243654970000000e+11,1.782473759980000000e+11,1.801048717610000000e+11,4.076365302630000000e+11,4.031579093460000000e+11,4.711002461710000000e+11,4.142199224200000000e+11,4.227998612400000000e+11
