1.468303956500000000e+10,1.439272681200000000e+10,1.691392971800000000e+10,1.336604515160000000e+11,1.360803042560000000e+11,1.287596798260000000e+11,7.651384696560000000e+11,3.887409722250000000e+11,3.769963803170000000e+11,-1.000000000000000000e+00,1.973876119522000000e+12,1.228292979790000000e+12
4.591057725000000000e+09,4.500252950000000000e+09,5.288701612000000000e+09,4.179265439900000000e+10,4.254900486400000000e+10,4.026097722200000000e+10,2.392419095540000000e+11,1.215499294850000000e+11,1.178801898450000000e+11,-1.000000000000000000e+00,6.171844693220000000e+11,3.840641901570000000e+11
2.602102192200000000e+10,2.602101922900000000e+10,2.602101965600000000e+10,2.080840922320000000e+11,2.080841016790000000e+11,2.080840668160000000e+11,7.021894157290000000e+11,7.021892135120000000e+11,7.021891609090000000e+11,-1.000000000000000000e+00,1.664336746294000000e+12,1.664336446793000000e+12
1.449789706800000000e+10,1.436643841100000000e+10,1.762524238800000000e+10,1.328230298770000000e+11,1.338188153250000000e+11,1.340139824570000000e+11,7.608615672200000000e+11,3.974369784650000000e+11,3.925233521740000000e+11,-1.000000000000000000e+00,2.055521530022000000e+12,1.277864504971000000e+12
1.699579019500000000e+10,3.648458376000000000e+09,3.488470300000000000e+09,2.552303264450000000e+11,3.311795085600000000e+10,3.429769198400000000e+10,2.551633694500000000e+11,1.058896282360000000e+11,1.005488691920000000e+11,2.483321229359000000e+12,4.921352738560000000e+11,3.643917952040000000e+11
5.314186191000000000e+09,1.140784903000000000e+09,1.090775455000000000e+09,7.980461518100000000e+10,1.035520808300000000e+10,1.072421742000000000e+10,7.978413156000000000e+10,3.310921489900000000e+10,3.143966546500000000e+10,7.764807766430000000e+11,1.538792370750000000e+11,1.139381316220000000e+11
2.602102201300000000e+10,6.757683598000000000e+09,6.757642106000000000e+09,2.080841384340000000e+11,5.402205496500000000e+10,5.402415474200000000e+10,2.080841548860000000e+11,1.823016839920000000e+11,1.823016750130000000e+11,1.664337216419000000e+12,4.320882315170000000e+11,4.320902660760000000e+11
1.699663178700000000e+10,3.376350877000000000e+09,3.451510388000000000e+09,2.526594858510000000e+11,3.200694389100000000e+10,3.306303993400000000e+10,2.514708647950000000e+11,1.022003847550000000e+11,9.820710056000000000e+10,2.474614757038000000e+12,4.805681304980000000e+11,3.498608144140000000e+11
3.693846932000000000e+09,3.854066051000000000e+09,-1.000000000000000000e+00,2.501805189400000000e+10,2.507041750100000000e+10,-1.000000000000000000e+00,8.379185773700000000e+10,8.382960910100000000e+10,-1.000000000000000000e+00,1.989998476350000000e+11,1.978707385730000000e+11,-1.000000000000000000e+00
1.154978343000000000e+09,1.205087263000000000e+09,-1.000000000000000000e+00,7.822560312000000000e+09,7.839017554000000000e+09,-1.000000000000000000e+00,2.619976094900000000e+10,2.621184969900000000e+10,-1.000000000000000000e+00,6.222262638100000000e+10,6.187022731200000000e+10,-1.000000000000000000e+00
6.498313803000000000e+09,6.848989637000000000e+09,-1.000000000000000000e+00,5.201879604400000000e+10,5.106090623800000000e+10,-1.000000000000000000e+00,1.752362367180000000e+11,1.713087171230000000e+11,-1.000000000000000000e+00,4.135082608940000000e+11,4.171439982710000000e+11,-1.000000000000000000e+00
3.360670172000000000e+09,3.389533607000000000e+09,-1.000000000000000000e+00,2.553759463400000000e+10,2.548680128800000000e+10,-1.000000000000000000e+00,8.661697085800000000e+10,8.672764830600000000e+10,-1.000000000000000000e+00,2.061274926110000000e+11,2.057213239630000000e+11,-1.000000000000000000e+00
3.805277980000000000e+09,3.785051912000000000e+09,-1.000000000000000000e+00,2.598758253300000000e+10,2.634810061800000000e+10,-1.000000000000000000e+00,9.465536129700000000e+10,9.483562022100000000e+10,-1.000000000000000000e+00,3.518701960430000000e+11,3.570216838360000000e+11,-1.000000000000000000e+00
1.189864667000000000e+09,1.183508401000000000e+09,-1.000000000000000000e+00,8.126011492000000000e+09,8.238522748000000000e+09,-1.000000000000000000e+00,2.959759227400000000e+10,2.965319547100000000e+10,-1.000000000000000000e+00,1.100251647100000000e+11,1.116334798430000000e+11,-1.000000000000000000e+00
2.620487683000000000e+09,2.738829427000000000e+09,-1.000000000000000000e+00,2.091548385400000000e+10,2.126850687900000000e+10,-1.000000000000000000e+00,7.294224183300000000e+10,7.325903761000000000e+10,-1.000000000000000000e+00,1.881600268810000000e+11,1.901834541630000000e+11,-1.000000000000000000e+00
1.602628202000000000e+09,1.630589447000000000e+09,-1.000000000000000000e+00,1.388398597700000000e+10,1.386704938200000000e+10,-1.000000000000000000e+00,4.378073020000000000e+10,4.469223895100000000e+10,-1.000000000000000000e+00,1.533786365330000000e+11,1.552914835640000000e+11,-1.000000000000000000e+00
